date,t,rh,sp,cc,pev,sw,st7,st28,st100,st255,sm7,sm28,sm100,sm255,tp
2018-07-11,22.295,76.8914778333333,964.357246666667,37.625,0.179809260333333,6.689569325,23.6991666666667,23.0825,20.3845833333333,14.7179166666667,0.23925,0.236541666666667,0.276083333333333,0.226,1.7
2018-07-12,21.309583375,81.144686125,965.471315,35.6666666666667,0.167075398333333,4.8213550125,22.9908333333333,22.7220833333333,20.4595833333333,14.82,0.285125,0.237333333333333,0.276041666666667,0.226,10.6
2018-07-13,23.3054166666667,69.29447625,967.249545416667,16.0833333333333,0.218637418675,4.09444827916667,23.7720833333333,22.5845833333333,20.4679166666667,14.92625,0.277833333333333,0.235208333333333,0.273666666666667,0.226,0
2018-07-14,24.6054166666667,60.7463629583333,966.237064166667,5.04166666666667,0.250804278191667,5.06928286666667,24.86375,23.3595833333333,20.5366666666667,15.0283333333333,0.246583333333333,0.232833333333333,0.272625,0.226,0
2018-07-15,24.68875,57.7654865833333,964.362075833333,9.58333333333333,0.245539411958333,6.43608235833333,24.67,23.50125,20.6429166666667,15.1283333333333,0.212833333333333,0.227041666666667,0.269458333333333,0.226,0.2
2018-07-16,22.2970833333333,71.0749159166667,962.66224875,59.9583333333333,0.172975904041667,6.78834879583333,23.47,23.3325,20.7679166666667,15.2304166666667,0.229916666666667,0.222166666666667,0.266,0.226,7.3
2018-07-17,22.3116667083333,67.0446585,967.041645416667,8.08333333333333,0.223891775041667,5.13951808333333,23.5283333333333,22.6804166666667,20.7804166666667,15.3304166666667,0.2175,0.219291666666667,0.264916666666667,0.226,0.1
2018-07-18,23.455416625,68.0034894583333,965.698149166667,10.8333333333333,0.233509792983333,5.15376972083333,24.3741666666667,23.16375,20.78875,15.42625,0.199041666666667,0.216708333333333,0.263458333333333,0.226,1
2018-07-19,23.85958325,69.493418,965.107936666667,12,0.223522656083333,4.45489056666667,24.7908333333333,23.57,20.8804166666667,15.5220833333333,0.182875,0.215,0.262666666666667,0.226,0.1
2018-07-20,24.0575,63.148910125,963.312548333333,18.375,0.233873400979167,7.01743544583333,25.21375,23.9158333333333,20.98875,15.62,0.161041666666667,0.210333333333333,0.260416666666667,0.225375,0
2018-07-21,21.0179166666667,75.93002775,963.557927916667,58,0.190655743,9.05401062916667,23.9304166666667,23.7033333333333,21.11375,15.7158333333333,0.161916666666667,0.208541666666667,0.259541666666667,0.225,3.5
2018-07-22,19.1200000833333,81.3129941666667,964.775059583333,69.75,0.118367760291667,4.54827704166667,21.8116666666667,22.6325,21.1408333333333,15.81375,0.188375,0.2085,0.259583333333333,0.225,1.8
2018-07-23,22.0533333333333,72.0790930416667,965.5497625,23.3333333333333,0.220971774583333,3.69029585,22.9366666666667,21.8158333333333,20.9929166666667,15.9075,0.278416666666667,0.21025,0.257458333333333,0.225,0
2018-07-24,23.3929166666667,79.7426057916667,964.148302916667,51.625,0.186629395791667,4.138426125,23.9595833333333,22.8845833333333,20.95125,15.9970833333333,0.263625,0.206458333333333,0.251041666666667,0.225,3
2018-07-25,24.1929166666667,72.3043405833333,964.978418333333,36.125,0.189441172708333,3.44250986916667,24.68875,23.5429166666667,21.0054166666667,16.0887495833333,0.235,0.204458333333333,0.24825,0.225,1.6
2018-07-26,25.2825,62.3585894583333,963.453928333333,25.25,0.213170248304167,2.73682894916667,25.50125,23.9679166666667,21.1158333333333,16.17416675,0.210125,0.2,0.2455,0.225,0.1
2018-07-27,25.601250125,58.2870089166667,962.54653875,48.2083333333333,0.259047229841667,7.42402907916667,26.113750125,24.60125,21.2825,16.2616669583333,0.184333333333333,0.196916666666667,0.243916666666667,0.225,0
2018-07-28,24.3679166666667,66.116277125,963.15089375,69.9166666666667,0.209409191758333,5.47998499583333,25.7095833333333,24.6491666666667,21.4533333333333,16.3491660833333,0.169625,0.194416666666667,0.241,0.225,2.6
2018-07-29,25.13875,73.834944,964.09325625,39.7916666666667,0.236203808583333,6.04234594875,26.6991667916667,24.9325,21.6220833333333,16.4450005,0.165416666666667,0.192166666666667,0.239625,0.225,0.9
2018-07-30,25.62625,71.8881523333333,965.59862125,42.5,0.186267400166667,3.26105730833333,27.1304169166667,25.4741666666667,21.8033333333333,16.5387500416667,0.148416666666667,0.189708333333333,0.238458333333333,0.224666666666667,0
2018-07-31,26.4533333333333,65.8600431666667,966.21060375,28.75,0.198005433083333,4.34606442916667,27.4179167916667,25.7283333333333,22.0116666666667,16.630416125,0.140041666666667,0.18825,0.237583333333333,0.224,0
2018-08-01,26.807499875,62.1370609166667,967.37568875,23.2083333333333,0.213275602775,4.34940376583333,28.0095833333333,26.1304166666667,22.2304166666667,16.7262505416667,0.131708333333333,0.185958333333333,0.236333333333333,0.224,0.1
2018-08-02,27.4470834583333,60.2013359583333,968.30855125,22.0416666666667,0.20794104164375,4.11447760833333,28.4991670416667,26.58875,22.47,16.8220830833333,0.130166666666667,0.1845,0.235541666666667,0.224,0
2018-08-03,27.5929167916667,56.1492893333333,967.615929583333,31.4166666666667,0.220726303929167,4.40270424583333,28.6408335833333,26.7554166666667,22.70125,16.92,0.125625,0.1825,0.234166666666667,0.224,0
2018-08-04,27.4179167916667,53.47706325,967.4324025,49.75,0.204211879383333,4.28509044916667,28.5783332083333,26.9075,22.9304166666667,17.024166875,0.1185,0.180708333333333,0.234375,0.224,0.2
2018-08-05,27.088750125,51.9530534583333,966.86234125,39.625,0.191330036504167,3.47697033333333,28.582499625,27.08875,23.1429166666667,17.1304162083333,0.114458333333333,0.17875,0.233041666666667,0.224,0.1
